batch_id,question_id,original_reference_question_id,family_id,tier,mode,category,subcategory,language_status,question_pl,question_en,question_type,answer_count,primary_axis,secondary_axis,sensitivity_level,controversy_level,safety_label,comparison_allowed,source_id,source_usage_type,uniqueness_hash,content_status,content_contract_status,created_at,notes
S2A-01,TO99Q0024,TO99V3_Q054,TO99Q0024_FAM,free,mystic,identity,mask_at_party,pl_en_complete,"Na spotkaniu czujesz, że stajesz się wersją, której ludzie oczekują. Co Cię budzi?","At a party, you feel yourself becoming the version people expect. What wakes you up?",four_choice,4,AX03,AX02,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,bb8ce6d6e378a78f,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0025,TO99V3_Q055,TO99Q0025_FAM,free,question,friendship,different_pace,pl_en_complete,"Przyjaciel chce więcej kontaktu, niż możesz szczerze dać. Co oferujesz?",A friend wants more contact than you can honestly give. What do you offer?,four_choice,4,AX03,AX05,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,8db5bad4c293b978,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0026,TO99V3_Q056,TO99Q0026_FAM,free,riddle,loyalty,two_circles,pl_en_complete,"Dwa kręgi zapraszają Cię do środka, ale każdy prosi, by ukryć inną część siebie. Co wybierasz?","Two circles invite you in, but each asks you to hide a different part of yourself. What do you choose?",four_choice,4,AX03,AX01,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,817a1ee92c6f1ac7,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0027,TO99V3_Q057,TO99Q0027_FAM,free,question,romance,personal_space,pl_en_complete,"Ktoś, kogo kochasz, chce dostępu do każdego zakątka Twojego dnia. Co brzmi prawdziwie?",Someone you love wants access to every corner of your day. What feels true?,four_choice,4,AX03,AX06,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,a844b1cf77eae70c,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0028,TO99V3_Q058,TO99Q0028_FAM,free,controversy,social_media,public_side,pl_en_complete,"Publiczna debata zmusza ludzi do wyboru strony, zanim rozumieją sprawę. Co robisz?",A public debate forces people to pick a side before they understand the issue. What do you do?,four_choice,4,AX03,AX02,low,medium,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,4acf00cac0355624,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0029,TO99V3_Q059,TO99Q0029_FAM,free,mystic,symbolic,shared_silence,pl_en_complete,Cisza z kimś wydaje się bardziej intymna niż słowa. Czemu w niej ufasz?,A silence with someone feels more intimate than words. What do you trust in it?,four_choice,4,AX03,AX09,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,294256321cf83d20,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0030,TO99V3_Q060,TO99Q0030_FAM,free,question,boundaries,borrowed_identity,pl_en_complete,"Ludzie zaczynają używać Twojego pomysłu tak, jakby należał do wszystkich. Co robisz?",People start using your idea as if it belongs to everyone. What do you do?,four_choice,4,AX03,AX10,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,0b0f33e9ec8d1975,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0031,TO99V3_Q061,TO99Q0031_FAM,free,question,decision,slow_signal,pl_en_complete,"Sytuacja wydaje się nie w porządku, ale nic widocznego jeszcze się nie wydarzyło. Co robisz?","A situation feels wrong, but nothing visible has happened yet. What do you do?",four_choice,4,AX04,AX01,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,af626f1aebd6bb09,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0032,TO99V3_Q062,TO99Q0032_FAM,free,riddle,mystery,moving_shadow,pl_en_complete,"Cień na ścianie porusza się, gdy nic innego się nie rusza. Która reakcja jest najbardziej Twoja?",A shadow on the wall moves when nothing else moves. Which response feels like you?,four_choice,4,AX04,AX05,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,6c1f7f3c7e5ab1fa,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0033,TO99V3_Q063,TO99Q0033_FAM,free,question,work,meeting_tension,pl_en_complete,Na spotkaniu wszyscy zgadzają się zbyt szybko. Co zauważasz?,"In a meeting, everyone agrees too quickly. What do you notice?",four_choice,4,AX04,AX02,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,c7b5a131f765d652,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0034,TO99V3_Q064,TO99Q0034_FAM,free,controversy,safety,dangerous_joke,pl_en_complete,"Ktoś rzuca żart, który zmienia atmosferę. Co robisz najpierw?",Someone makes a joke that changes the room. What do you do first?,four_choice,4,AX04,AX03,low,medium,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,63867eb1e9507543,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0035,TO99V3_Q065,TO99Q0035_FAM,free,mystic,inner_signal,room_temperature,pl_en_complete,"Wchodzisz do pokoju i czujesz atmosferę, zanim ktokolwiek coś powie. Czemu ufasz?",You enter a room and feel the atmosphere before anyone speaks. What do you trust?,four_choice,4,AX04,AX09,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,a26ee2f242cb36a8,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0036,TO99V3_Q066,TO99Q0036_FAM,free,question,relationship,almost_confession,pl_en_complete,"Ktoś prawie mówi Ci coś ważnego, a potem się zatrzymuje. Co robisz?","Someone almost tells you something important, then stops. What do you do?",four_choice,4,AX04,AX02,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,13b73d11ca994e16,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0037,TO99V3_Q067,TO99Q0037_FAM,free,question,risk,small_crack,pl_en_complete,W stabilnym dotąd planie pojawia się małe pęknięcie. Co się liczy?,A small crack appears in a plan that used to feel stable. What matters?,four_choice,4,AX04,AX08,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,6bf0f36390d5fd81,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0038,TO99V3_Q068,TO99Q0038_FAM,free,riddle,puzzle,missing_piece,pl_en_complete,"Układance brakuje jednego elementu, ale nadal możesz zgadnąć obraz. Co robisz?","A puzzle has one missing piece, but you can still guess the image. What do you do?",four_choice,4,AX04,AX10,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,5548673ec1fc8e92,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0039,TO99V3_Q069,TO99Q0039_FAM,free,controversy,leadership,quiet_warning,pl_en_complete,"Zauważasz cichy znak ostrzegawczy w projekcie, który wszyscy chcą uruchomić. Jaki jest Twój ruch?",You notice a quiet warning sign in a project everyone wants to launch. What is your move?,four_choice,4,AX04,AX07,low,medium,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,085b4b496ed50195,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0040,TO99V3_Q070,TO99Q0040_FAM,free,question,personal_growth,repeating_choice,pl_en_complete,"Wciąż wybierasz podobny rodzaj sytuacji. Co mówi Ci, że czas się ruszyć?",You keep choosing the same kind of situation. What tells you it is time to move?,four_choice,4,AX04,AX06,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,b23c37ab0c7ddab9,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0041,TO99V3_Q071,TO99Q0041_FAM,free,question,time,unexpected_free_hour,pl_en_complete,W środku dnia pojawia się nieoczekiwana wolna godzina. Co z nią robisz?,An unexpected free hour appears in the middle of your day. What do you do with it?,four_choice,4,AX05,AX06,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,33aabaef7446598b,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0042,TO99V3_Q072,TO99Q0042_FAM,free,controversy,money,saving_or_living,pl_en_complete,Możesz użyć pieniędzy teraz albo odłożyć je na bezpieczniejszą przyszłość. Co decyduje?,You can either enjoy money now or save it for a safer future. What decides?,four_choice,4,AX05,AX07,low,medium,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,7c84048fbab4a58e,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0043,TO99V3_Q073,TO99Q0043_FAM,free,question,relationship,right_time,pl_en_complete,"Ktoś mówi, że czas jest zły, ale uczucie jest prawdziwe. W co wierzysz?","Someone says the timing is wrong, but the feeling is real. What do you believe?",four_choice,4,AX05,AX03,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,8df04469d7d557c2,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0044,TO99V3_Q074,TO99Q0044_FAM,free,mystic,symbolic,future_letter,pl_en_complete,List od Twojego przyszłego ja mógłby odpowiedzieć na jedno pytanie. O co pytasz?,A letter from your future self could answer one question. What would you ask?,four_choice,4,AX05,AX01,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,f2b8276e273cbda0,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0045,TO99V3_Q075,TO99Q0045_FAM,free,riddle,choice,train_station,pl_en_complete,"Na stacji jeden pociąg odjeżdża teraz, a drugi później lepszą trasą. Co się liczy?","At a station, one train leaves now and one leaves later with a better route. What matters?",four_choice,4,AX05,AX04,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,3a729d2bcdfbf071,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
S2A-01,TO99Q0046,TO99V3_Q076,TO99Q0046_FAM,free,question,health,tired_body,pl_en_complete,"Ciało prosi o odpoczynek, ale plany proszą o postęp. Czemu ufasz?","Your body asks for rest, but your plans ask for progress. What do you trust?",four_choice,4,AX05,AX09,low,low,standard,yes,SRC_TO99_PILOT_V3_STYLE_ADAPTED,original_generated_from_internal_style_reference,3ff15a153ddcef3a,stage2A_batch_ready_for_editorial_review,stage2A_answer_factory_candidate,2026-06-07T20:47:40Z,Stage 2A S2A-01 patch: cleaned question metadata and paired with four question-specific answer strategies.
