id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl
TO99-0039;1.3;question;rare;51;tożsamość;2;3;3;Czy czujesz, że ludzie często mylą Twoją ciszę ze spokojem?;choice_3;Tak | Nie | Czasami;"Observation;Emotion;Guardedness";"{""observation"": 3, ""emotion"": 2, ""guardedness"": 3}";response_time;Mierzy maskowanie emocji bez pytania o maskowanie.;none;safe;2;;rarity_axis;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""tożsamość"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 29, ""secondary_percent"": 27, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""29% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Observation, Emotion.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""tożsamość\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""rarity_axis""}";"29% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Observation, Emotion. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""tożsamość"" zwiększy dokładność Twojego profilu."
TO99-0040;1.3;question;rare;50;relacje;2;3;3;Czy bardziej boisz się odrzucenia, czy bycia naprawdę zobaczonym?;choice_ab;Odrzucenia | Bycia zobaczonym;"Belonging;Openness;Security";"{""belonging"": 3, ""openness"": 4, ""security"": 2}";response_time;Silne, ale krótkie pytanie relacyjne.;none;safe;3;;rarity_axis;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""relacje"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 26, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""28% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Belonging, Openness.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""relacje\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""rarity_axis""}";"28% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Belonging, Openness. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""relacje"" zwiększy dokładność Twojego profilu."
TO99-0041;1.3;question;standard;40;codzienność;1;1;2;Czy rano wolisz ciszę, czy od razu kontakt z ludźmi?;choice_ab;Ciszę | Kontakt;"Observation;Belonging;Present";"{""observation"": 2, ""belonging"": 2, ""present"": 1}";response_time;Lekki start do profilu społecznego.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 47, ""secondary_percent"": 45, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""47% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Observation, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";47% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Observation, Belonging. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0042;1.3;question;standard;39;codzienność;1;1;2;Czy szybciej zauważasz problem, czy możliwość?;choice_ab;Problem | Możliwość;"Security;Curiosity;Future";"{""security"": 2, ""curiosity"": 3, ""future"": 2}";response_time;Proste pytanie do osi ciekawość-bezpieczeństwo.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Security, Curiosity.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Security, Curiosity. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0043;1.3;question;standard;38;praca;1;1;2;Czy wolisz pracować według listy, czy improwizować po drodze?;choice_ab;Lista | Improwizacja;"Control;Spontaneity;Builder";"{""control"": 3, ""spontaneity"": 3, ""builder"": 1}";response_time;Czytelna wersja osi kontrola-spontaniczność.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Spontaneity.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Spontaneity. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0044;1.3;question;standard;37;natura;1;1;2;Czy spacer bez celu wydaje Ci się przyjemny, czy bezsensowny?;choice_ab;Przyjemny | Bezsensowny;"Nature;Present;Pragmatism";"{""nature"": 3, ""present"": 2, ""pragmatism"": 2}";response_time;Mierzy teraźniejszość i pragmatyzm.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Nature, Present.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Nature, Present. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0045;1.3;question;standard;36;technologia;1;1;2;Czy nowe urządzenia bardziej Cię ciekawią, czy irytują?;choice_ab;Ciekawią | Irytują;"Technology;Curiosity;Security";"{""technology"": 3, ""curiosity"": 2, ""security"": 2}";response_time;Prosty pomiar osi technologia.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Technology, Curiosity.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Technology, Curiosity. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0046;1.3;question;standard;35;relacje;1;2;2;Czy w grupie częściej obserwujesz, czy przejmujesz inicjatywę?;choice_ab;Obserwuję | Przejmuję inicjatywę;"Observation;Action;Belonging";"{""observation"": 3, ""action"": 3, ""belonging"": 1}";response_time;Oś obserwacja-działanie w sytuacji społecznej.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Observation, Action.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Observation, Action. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0047;1.3;question;standard;34;codzienność;1;1;2;Czy lubisz mieć zapas czasu, czy działasz najlepiej pod presją?;choice_ab;Zapas czasu | Pod presją;"Control;Spontaneity;Action";"{""control"": 3, ""spontaneity"": 2, ""action"": 2}";response_time;Pytanie organizacyjne bez sztuczności.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Spontaneity.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Spontaneity. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0048;1.3;question;standard;33;pomysły;1;1;2;Czy częściej wymyślasz nowe rzeczy, czy doprowadzasz stare do końca?;choice_ab;Wymyślam | Doprowadzam;"Idea Creator;Builder";"{""idea_creator"": 4, ""builder"": 4}";response_time;Główna oś pomysłodawca-realizator.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Idea Creator, Builder.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Idea Creator, Builder. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0049;1.3;question;standard;32;moralność;1;2;2;Czy ważniejsza jest dla Ciebie intencja, czy efekt działania?;choice_ab;Intencja | Efekt;"Idealism;Pragmatism;Logic";"{""idealism"": 3, ""pragmatism"": 3, ""logic"": 1}";response_time;Pytanie podstawowe do moralności.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Idealism, Pragmatism.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Idealism, Pragmatism. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0050;1.3;question;standard;31;przyszłość;1;1;2;Czy lubisz mieć plan na najbliższy rok?;choice_3;Tak | Nie | Tylko ogólny;"Future;Control;Security";"{""future"": 3, ""control"": 2, ""security"": 1}";response_time;Lekki pomiar planowania.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 47, ""secondary_percent"": 45, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""47% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Future, Control.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";47% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Future, Control. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0051;1.3;question;standard;30;emocje;1;2;2;Czy łatwo rozpoznajesz, kiedy ktoś udaje, że wszystko jest w porządku?;choice_3;Tak | Nie | Czasami;"Emotion;Observation;Belonging";"{""emotion"": 3, ""observation"": 2, ""belonging"": 1}";response_time;Mierzy empatię obserwacyjną.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 47, ""secondary_percent"": 45, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""47% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Emotion, Observation.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";47% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Emotion, Observation. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0052;1.3;question;standard;29;codzienność;1;1;2;Czy wolisz jedno większe ryzyko, czy wiele małych kroków?;choice_ab;Większe ryzyko | Małe kroki;"Action;Security;Builder";"{""action"": 2, ""security"": 2, ""builder"": 2}";response_time;Dobre pytanie do stylu działania.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Action, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Action, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0053;1.3;question;standard;28;tożsamość;1;2;2;Czy bardziej cenisz spokój, czy intensywność?;choice_ab;Spokój | Intensywność;"Stability;Transformation;Present";"{""stability"": 3, ""transformation"": 3, ""present"": 1}";response_time;Prosty rozdział temperamentu.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Stability, Transformation.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Stability, Transformation. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0054;1.3;question;standard;27;relacje;1;2;2;Czy łatwiej Ci słuchać czy mówić o sobie?;choice_ab;Słuchać | Mówić o sobie;"Observation;Openness;Belonging";"{""observation"": 2, ""openness"": 2, ""belonging"": 1}";response_time;Wstęp do ukrytej otwartości.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Observation, Openness.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Observation, Openness. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0055;1.3;question;standard;26;pieniądze;1;1;2;Czy oszczędzanie bardziej Cię uspokaja, czy ogranicza?;choice_ab;Uspokaja | Ogranicza;"Security;Independence;Pragmatism";"{""security"": 3, ""independence"": 2, ""pragmatism"": 1}";response_time;Pomiar bezpieczeństwa finansowego.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Security, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Security, Independence. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0056;1.3;question;standard;25;technologia;1;1;2;Czy wolisz notatnik papierowy, czy aplikację?;choice_ab;Papier | Aplikacja;"Nature;Technology;Control";"{""nature"": 2, ""technology"": 3, ""control"": 1}";response_time;Lekka wersja osi natura-technologia.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Nature, Technology.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Nature, Technology. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
TO99-0057;1.3;question;standard;24;natura;1;1;2;Czy deszcz za oknem bardziej Cię uspokaja, czy psuje nastrój?;choice_ab;Uspokaja | Psuje nastrój;"Nature;Emotion;Present";"{""nature"": 2, ""emotion"": 2, ""present"": 1}";response_time;Lekka treść nastrojowa.;none;safe;1;;mirror_axis;1;soft_majority_or_split;axis_movement;profile_progress;Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Nature, Emotion.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.""}], ""intensity"": 1, ""reward_type"": ""mirror_axis""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Nature, Emotion. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna odpowiedź przybliży Cię do pierwszego czytelnego fragmentu archetypu.
